,Warehouse,Order date,Delivery date,Customer,Zipcode
8042,Washington,8/31/2022 13:52,9/7/2022 11:21,144514,15237
8043,Beaver,8/31/2022 13:54,9/1/2022 16:55,144514,15237
8044,Pittsburgh Mills,8/31/2022 14:28,9/2/2022 12:03,172029,15212
8045,Washington,8/31/2022 14:39,9/7/2022 13:57,241961,15218
8046,Washington,8/31/2022 14:42,9/2/2022 16:01,11565,15317
8047,Pittsburgh Mills,8/31/2022 15:29,9/2/2022 10:11,101083,15223
8048,Butler,8/31/2022 15:29,9/2/2022 10:10,101083,15223
8049,Pittsburgh Mills,8/31/2022 16:20,9/2/2022 9:41,213609,15235
8050,Pittsburgh Mills,8/31/2022 16:28,9/1/2022 17:06,243621,15201
8051,Pittsburgh Mills,8/31/2022 17:25,9/2/2022 11:28,155930,15237
8052,Beaver,8/31/2022 21:53,9/7/2022 11:36,9433,15106
8053,Pittsburgh Mills,8/31/2022 22:06,9/1/2022 20:03,10427,15207
8054,Butler,8/31/2022 22:14,9/2/2022 8:58,223149,15218
8055,Washington,8/31/2022 22:17,9/2/2022 16:42,564,15317
8056,Pittsburgh Mills,8/31/2022 22:17,9/2/2022 16:40,564,15317
8057,McKees Rocks,8/31/2022 22:18,9/2/2022 16:39,564,15317
8058,McKees Rocks,8/31/2022 22:22,9/2/2022 9:25,98640,15235
8059,Washington,8/31/2022 22:23,9/6/2022 10:04,236626,15210
8060,Butler,8/31/2022 22:28,9/19/2022 10:47,45903,15241
8061,Butler,8/31/2022 22:29,9/2/2022 12:29,52177,15236
8062,Pittsburgh Mills,8/31/2022 22:42,9/2/2022 9:49,165457,15206
8063,Pittsburgh Mills,8/31/2022 22:45,9/2/2022 12:55,53268,15102
8064,McKees Rocks,8/31/2022 23:02,9/2/2022 11:20,14443,15227
8065,Washington,8/31/2022 23:33,9/8/2022 15:05,119846,15236
8066,Butler,8/31/2022 23:33,9/7/2022 13:07,93823,15090
8067,Beaver,8/31/2022 23:38,9/7/2022 13:06,93823,15090
8068,Washington,9/1/2022 0:09,9/6/2022 12:29,240980,15209
8069,Pittsburgh Mills,9/1/2022 0:24,9/2/2022 16:07,148252,15317
8070,Pittsburgh Mills,9/1/2022 5:18,9/2/2022 13:22,52221,15227
8071,Butler,9/1/2022 6:03,9/2/2022 10:37,100906,15237
8072,Pittsburgh Mills,9/1/2022 6:28,9/2/2022 12:20,65249,15213
8073,McKees Rocks,9/1/2022 6:36,9/2/2022 14:20,3567,15301
8074,Pittsburgh Mills,9/1/2022 6:36,9/2/2022 14:21,3567,15301
8075,Washington,9/1/2022 7:01,9/7/2022 13:39,223149,15218
8076,McKees Rocks,9/1/2022 7:10,9/2/2022 12:12,110854,15236
8077,Pittsburgh Mills,9/1/2022 7:36,9/2/2022 13:05,231957,15102
8078,Butler,9/1/2022 8:00,9/7/2022 13:37,223149,15218
8079,McKees Rocks,9/1/2022 8:10,9/9/2022 16:55,63928,15102
8080,Washington,9/1/2022 8:29,9/8/2022 13:21,7417,15210
8081,Washington,9/1/2022 8:51,9/8/2022 14:51,213155,15236
8082,McKees Rocks,9/1/2022 8:58,9/2/2022 13:04,119846,15236
8083,Beaver,9/1/2022 10:18,9/13/2022 12:44,150467,15243
8084,Pittsburgh Mills,9/1/2022 11:01,9/7/2022 10:03,163737,15207
8085,Pittsburgh Mills,9/1/2022 11:17,9/7/2022 10:59,60823,15090
8086,Washington,9/1/2022 11:45,9/2/2022 15:53,241979,15317
8087,Washington Big Box,9/1/2022 12:29,9/6/2022 12:43,69515,15209
8088,Washington Big Box,9/1/2022 13:01,9/2/2022 17:51,242584,15228
8089,McKees Rocks,9/1/2022 13:04,9/7/2022 11:33,155930,15237
8090,Pittsburgh Mills,9/1/2022 13:05,9/6/2022 13:23,155930,15237
8091,Washington Big Box,9/1/2022 13:54,9/2/2022 18:34,197032,15221
8092,Pittsburgh Mills,9/1/2022 13:54,9/7/2022 14:09,11098,15055
8093,Beaver,9/1/2022 13:58,9/7/2022 15:56,57651,15237
8094,McKees Rocks,9/1/2022 14:06,9/2/2022 15:42,51434,15106
8095,Pittsburgh Mills,9/1/2022 14:38,9/2/2022 12:04,49260,15217
8096,Butler,9/1/2022 15:17,9/8/2022 12:36,142762,15205
8097,Pittsburgh Mills,9/1/2022 15:21,9/9/2022 15:44,11396,15220
8098,Washington,9/1/2022 15:21,9/9/2022 15:48,11396,15220
8099,Butler,9/1/2022 15:45,9/9/2022 15:35,11396,15220
8100,Beaver,9/1/2022 16:10,9/8/2022 11:29,245277,15090
8101,Washington Big Box,9/1/2022 16:11,9/6/2022 16:48,31991,15224
8102,Beaver,9/1/2022 16:19,9/8/2022 11:29,244455,15090
8103,Beaver,9/1/2022 16:32,9/8/2022 10:45,195801,15210
8104,Pittsburgh Mills,9/1/2022 16:35,9/6/2022 10:21,195801,15210
8105,Beaver,9/1/2022 17:19,9/12/2022 14:57,236737,15206
8106,Pittsburgh Mills,9/1/2022 20:15,9/7/2022 10:14,101083,15223
8107,Pittsburgh Mills,9/1/2022 21:22,9/6/2022 11:15,167863,15216
8108,Butler,9/1/2022 22:37,9/7/2022 10:53,9032,15241
8109,Pittsburgh Mills,9/1/2022 22:37,9/9/2022 12:03,2956,15241
8110,Washington,9/1/2022 22:37,9/7/2022 14:14,98640,15235
8111,Beaver,9/1/2022 22:38,9/9/2022 17:25,103966,15367
8112,Washington,9/1/2022 22:39,9/6/2022 12:05,238769,15206
8113,Butler,9/1/2022 22:40,9/7/2022 12:38,138165,15301
8114,Butler,9/1/2022 23:12,9/9/2022 12:36,150467,15243
8115,Washington,9/1/2022 23:25,9/9/2022 10:38,146545,15236
8116,Washington,9/1/2022 23:37,9/7/2022 11:50,86024,15205
8117,Washington,9/1/2022 23:39,9/7/2022 10:53,9032,15241
8118,Pittsburgh Mills,9/1/2022 23:53,9/7/2022 12:34,125595,15143
8119,Pittsburgh Mills,9/2/2022 6:09,9/7/2022 9:32,165457,15206
8120,Beaver,9/2/2022 6:32,9/8/2022 15:20,236590,15234
8121,Pittsburgh Mills,9/2/2022 6:48,9/8/2022 14:57,119332,15236
8122,Washington,9/2/2022 6:49,9/8/2022 14:59,119332,15236
8123,Washington,9/2/2022 6:50,9/6/2022 13:21,155930,15237
8124,Washington,9/2/2022 7:46,9/8/2022 14:07,236425,15227
8125,Pittsburgh Mills,9/2/2022 8:18,9/8/2022 13:20,7417,15210
8126,Butler,9/2/2022 8:18,9/7/2022 11:21,220585,15106
8127,McKees Rocks,9/2/2022 8:29,9/8/2022 14:02,14443,15227
8128,McKees Rocks,9/2/2022 8:33,9/7/2022 13:38,223149,15218
8129,Washington Big Box,9/2/2022 8:42,9/9/2022 16:16,236278,15143
8130,Washington,9/2/2022 8:53,9/8/2022 11:16,73033,15237
8131,Pittsburgh Mills,9/2/2022 9:17,9/8/2022 14:21,241217,15227
8132,Beaver,9/2/2022 10:29,9/9/2022 11:04,148510,15129
8133,Pittsburgh Mills,9/2/2022 10:30,9/12/2022 11:46,181412,15317
8134,Washington Big Box,9/2/2022 13:43,9/8/2022 11:05,247412,15237
8135,Washington,9/2/2022 14:22,9/8/2022 15:12,180241,15102
8136,Pittsburgh Mills,9/2/2022 14:56,9/7/2022 9:20,204050,15232
8137,Pittsburgh Mills,9/2/2022 15:32,9/7/2022 9:45,114208,15206
8138,Pittsburgh Mills,9/2/2022 20:13,9/7/2022 11:46,30707,15090
8139,McKees Rocks,9/2/2022 21:09,9/9/2022 11:56,177391,15317
8140,McKees Rocks,9/2/2022 23:04,9/8/2022 9:57,23451,15232
8141,Washington,9/2/2022 23:05,9/8/2022 14:35,15776,15227
8142,Butler,9/2/2022 23:30,9/9/2022 10:46,243888,15120
8143,Washington,9/2/2022 23:46,9/8/2022 10:56,160498,15216
8144,Washington,9/3/2022 0:00,9/12/2022 19:42,195893,15143
8145,Washington,9/3/2022 0:20,9/7/2022 13:19,154128,15317
8146,Pittsburgh Mills,9/3/2022 1:27,9/8/2022 12:29,142762,15205
8147,Beaver,9/3/2022 5:15,9/12/2022 15:59,213609,15235
8148,Pittsburgh Mills,9/3/2022 7:13,9/8/2022 14:31,52221,15227
8149,Pittsburgh Mills,9/3/2022 8:02,9/7/2022 13:54,29206,15317
8150,Butler,9/3/2022 8:20,9/7/2022 11:10,233196,15090
8151,Pittsburgh Mills,9/3/2022 8:28,9/9/2022 10:49,248412,15236
8152,Pittsburgh Mills,9/3/2022 8:35,9/7/2022 12:15,242857,15237
8153,Washington,9/3/2022 8:53,9/8/2022 9:58,23359,15232
8154,Beaver,9/3/2022 9:08,9/9/2022 17:34,9430,15317
8155,Butler,9/3/2022 9:17,9/7/2022 12:21,30815,15143
8156,Washington,9/3/2022 9:29,9/8/2022 10:32,224654,15219
8157,Washington,9/3/2022 9:52,9/8/2022 13:41,30229,15217
8158,Butler,9/3/2022 9:53,9/8/2022 13:20,7417,15210
8159,Pittsburgh Mills,9/3/2022 10:22,9/9/2022 11:56,177391,15317
8160,Butler,9/3/2022 11:31,9/7/2022 9:32,165457,15206
8161,Washington,9/3/2022 11:47,9/9/2022 17:19,48859,15241
8162,Pittsburgh Mills,9/3/2022 12:22,9/8/2022 14:52,213155,15236
8163,Pittsburgh Mills,9/3/2022 14:49,9/7/2022 11:25,15352,15106
8164,Washington,9/3/2022 16:21,9/8/2022 10:56,60824,15237
8165,Butler,9/3/2022 17:37,9/7/2022 13:51,141964,15218
8166,Butler,9/3/2022 18:16,9/7/2022 10:11,101083,15223
8167,Pittsburgh Mills,9/3/2022 18:16,9/7/2022 10:10,101083,15223
8168,Washington,9/3/2022 18:40,9/8/2022 13:00,131825,15044
8169,Pittsburgh Mills,9/3/2022 20:29,9/7/2022 12:03,60824,15237
8170,Washington,9/3/2022 20:37,9/8/2022 10:08,102641,15217
8171,Washington,9/3/2022 21:49,9/8/2022 9:27,198740,15206
8172,Washington Big Box,9/4/2022 10:18,9/7/2022 13:39,227944,15317
8173,Butler,9/4/2022 10:44,9/9/2022 11:05,236785,15227
8174,McKees Rocks,9/4/2022 13:01,9/9/2022 17:05,202192,15102
8175,McKees Rocks,9/4/2022 15:26,9/8/2022 12:12,18345,15044
8176,Washington,9/4/2022 16:52,9/8/2022 8:46,223149,15218
8177,McKees Rocks,9/4/2022 17:49,9/9/2022 17:57,104347,15241
8178,McKees Rocks,9/4/2022 22:07,9/9/2022 10:49,248412,15236
8179,Beaver,9/4/2022 22:08,9/9/2022 10:47,248412,15236
8180,Washington,9/4/2022 22:56,9/7/2022 15:20,213413,15146
8181,Washington Big Box,9/4/2022 22:58,9/7/2022 15:20,213413,15146
8182,Boardman,9/4/2022 23:20,9/13/2022 12:40,150467,15243
8183,Beaver,9/4/2022 23:20,10/3/2022 7:45,23451,15232
8184,Washington,9/4/2022 23:21,9/8/2022 9:54,23451,15232
8185,Pittsburgh Mills,9/5/2022 9:16,9/7/2022 12:45,3567,15301
8186,Butler,9/5/2022 9:17,9/7/2022 12:45,3567,15301
8187,Washington,9/5/2022 11:51,9/8/2022 9:00,241961,15218
8188,Butler,9/5/2022 18:28,9/7/2022 9:41,231413,15206
8189,Washington Big Box,9/5/2022 19:21,9/9/2022 16:35,199316,15236
8191,Beaver,9/5/2022 22:37,9/7/2022 17:24,10427,15207
8192,Pittsburgh Mills,9/5/2022 22:37,9/7/2022 17:23,10427,15207
8193,Beaver,9/5/2022 23:14,9/8/2022 10:27,244658,15222
8194,Pittsburgh Mills,9/5/2022 23:24,9/8/2022 14:43,247910,15236
8195,Butler,9/6/2022 5:20,9/8/2022 14:30,52221,15227
8196,Pittsburgh Mills,9/6/2022 6:04,9/7/2022 10:38,248711,15228
8197,Washington,9/6/2022 9:07,9/9/2022 11:04,236785,15227
8198,Pittsburgh Mills,9/6/2022 9:33,9/8/2022 11:53,235333,15090
8199,Pittsburgh Mills,9/6/2022 10:40,9/9/2022 12:28,168033,15301
8200,McKees Rocks,9/6/2022 11:33,9/8/2022 12:34,142762,15205
8201,Pittsburgh Mills,9/6/2022 12:00,9/8/2022 12:18,249717,15044
8202,Butler,9/6/2022 13:22,9/9/2022 13:57,236144,15217
8203,McKees Rocks,9/6/2022 17:34,9/8/2022 16:22,15658,15106
8204,Beaver,9/6/2022 18:33,9/8/2022 11:30,245277,15090
8205,Pittsburgh Mills,9/6/2022 20:05,9/8/2022 9:59,49260,15217
8206,Washington,9/6/2022 20:10,9/8/2022 15:26,57725,15234
8207,Pittsburgh Mills,9/6/2022 22:59,9/9/2022 16:11,71708,15226
8208,Washington Big Box,9/6/2022 23:12,9/8/2022 13:20,18276,15212
8209,Washington,9/6/2022 23:13,9/8/2022 12:33,142762,15205
8210,Washington Big Box,9/6/2022 23:15,9/7/2022 14:31,142355,15106
8211,Beaver,9/6/2022 23:24,9/8/2022 11:07,217875,15220
8212,McKees Rocks,9/7/2022 0:24,9/7/2022 14:15,98640,15235
8213,Pittsburgh Mills,9/7/2022 0:26,9/8/2022 10:12,123378,15201
8214,Butler,9/7/2022 0:33,9/9/2022 10:32,91364,15217
8215,Pittsburgh Mills,9/7/2022 0:50,9/12/2022 9:56,246616,15017
8217,Pittsburgh Mills,9/7/2022 1:31,9/9/2022 17:01,251595,15221
8218,Beaver,9/7/2022 3:37,9/8/2022 12:52,209940,15044
8219,Washington,9/7/2022 5:39,9/9/2022 17:25,210483,15221
8220,Butler,9/7/2022 5:39,9/9/2022 17:23,210483,15221
8221,Pittsburgh Mills,9/7/2022 7:25,9/8/2022 14:47,129954,15236
8222,Beaver,9/7/2022 7:29,9/8/2022 16:15,225651,15106
8223,Washington,9/7/2022 7:47,9/13/2022 14:35,253058,15057
8224,Washington,9/7/2022 7:51,9/8/2022 8:44,223149,15218
8225,Pittsburgh Mills,9/7/2022 8:32,9/9/2022 14:12,59000,15216
8226,Washington,9/7/2022 8:42,9/13/2022 12:59,8240,15317
8227,Washington,9/7/2022 9:23,9/12/2022 12:58,183504,15236
8228,Washington,9/7/2022 9:34,9/13/2022 13:32,193768,15317
8229,Pittsburgh Mills,9/7/2022 10:03,9/9/2022 11:19,156681,15227
8230,Pittsburgh Mills,9/7/2022 10:17,9/9/2022 15:46,11396,15220
8231,Butler,9/7/2022 10:17,9/9/2022 15:37,11396,15220
8232,McKees Rocks,9/7/2022 10:18,9/9/2022 15:41,11396,15220
8233,Pittsburgh Mills,9/7/2022 11:10,9/9/2022 9:51,231413,15206
8234,Washington,9/7/2022 11:43,9/13/2022 14:10,144514,15237
8235,Washington,9/7/2022 12:52,9/12/2022 13:43,121365,15102
8236,Washington,9/7/2022 13:54,9/12/2022 15:20,141964,15218
8238,Butler,9/7/2022 14:49,9/12/2022 9:05,78395,16066
8239,Warren,9/7/2022 15:20,9/13/2022 15:53,85119,15203
8240,McKees Rocks,9/7/2022 16:39,9/9/2022 15:55,16380,15202
8241,Washington,9/7/2022 18:17,9/13/2022 14:31,236460,15090
8242,Pittsburgh Mills,9/7/2022 19:40,9/9/2022 11:49,121365,15102
8243,Butler,9/7/2022 19:41,9/9/2022 11:49,121365,15102
8244,Beaver,9/7/2022 22:56,9/13/2022 12:44,150467,15243
8245,Pittsburgh Mills,9/7/2022 22:56,9/9/2022 16:51,242857,15237
8246,McKees Rocks,9/7/2022 22:57,9/9/2022 17:11,98640,15235
8247,Pittsburgh Mills,9/7/2022 22:57,9/9/2022 12:38,150467,15243
8248,Washington,9/7/2022 23:04,9/14/2022 13:35,175408,15143
8249,Washington,9/7/2022 23:07,9/13/2022 12:25,79314,15241
8250,McKees Rocks,9/7/2022 23:13,9/9/2022 17:06,202192,15102
8251,Washington,9/7/2022 23:13,9/13/2022 12:12,202192,15102
8252,Butler,9/7/2022 23:17,9/9/2022 17:10,98640,15235
8253,Pittsburgh Mills,9/7/2022 23:35,9/9/2022 15:44,18276,15212
8254,Pittsburgh Mills,9/7/2022 23:36,9/13/2022 13:17,29206,15317
8255,Butler,9/7/2022 23:39,9/9/2022 13:14,142355,15106
8256,Washington,9/7/2022 23:44,9/13/2022 15:43,26845,15237
8257,Washington,9/7/2022 23:55,9/13/2022 12:13,9032,15241
8258,McKees Rocks,9/8/2022 0:04,9/12/2022 14:17,52889,15044
8259,McKees Rocks,9/8/2022 2:29,9/9/2022 11:40,564,15317
8260,Washington,9/8/2022 4:59,9/13/2022 17:08,225410,15238
8261,Butler,9/8/2022 6:03,9/9/2022 13:01,220585,15106
8262,Washington,9/8/2022 6:52,9/12/2022 13:48,161691,15102
8263,McKees Rocks,9/8/2022 7:01,9/9/2022 12:43,54673,15243
8264,Washington,9/8/2022 7:02,9/13/2022 12:49,54673,15243
8265,Beaver,9/8/2022 7:10,9/13/2022 15:50,204352,15237
8266,Washington,9/8/2022 7:32,9/12/2022 13:28,94494,15236
8267,Pittsburgh Mills,9/8/2022 7:40,9/9/2022 14:38,65699,15222
8268,McKees Rocks,9/8/2022 7:50,9/13/2022 14:43,51820,15057
8269,Washington,9/8/2022 8:06,9/9/2022 15:06,148864,15216
8270,Pittsburgh Mills,9/8/2022 8:06,9/14/2022 13:58,184809,15205
8271,Washington,9/8/2022 8:09,9/12/2022 13:55,233741,15234
8272,Pittsburgh Mills,9/8/2022 8:33,9/14/2022 13:00,3567,15301
8273,Butler,9/8/2022 8:34,9/20/2022 10:55,62358,15143
8274,Butler,9/8/2022 8:34,9/13/2022 15:04,68845,15090
8275,McKees Rocks,9/8/2022 9:34,9/9/2022 14:09,160498,15216
8276,Washington,9/8/2022 9:40,9/12/2022 13:06,236785,15227
8277,Washington,9/8/2022 10:13,9/12/2022 16:04,153629,15235
8278,Washington,9/8/2022 10:20,9/14/2022 14:26,11565,15317
8279,Washington,9/8/2022 10:49,9/12/2022 14:49,231413,15206
8280,Washington Big Box,9/8/2022 11:01,9/9/2022 17:15,251237,15237
8281,Washington,9/8/2022 11:06,9/13/2022 15:24,13544,15220
8282,Butler,9/8/2022 11:25,9/13/2022 10:26,1761,15227
8283,Butler,9/8/2022 11:40,9/13/2022 14:14,24342,15237
8284,Washington,9/8/2022 11:41,9/13/2022 14:15,24342,15237
8285,Butler,9/8/2022 13:02,9/13/2022 16:23,186144,15237
8286,Akron,9/8/2022 13:12,9/13/2022 14:53,246328,15106
8287,Washington,9/8/2022 13:34,9/12/2022 16:26,244558,15237
8288,Washington,9/8/2022 13:35,9/12/2022 15:59,213609,15235
8289,Washington Big Box,9/8/2022 14:11,9/9/2022 15:35,61511,15212
8290,Washington,9/8/2022 14:38,9/13/2022 15:32,15619,15216
8291,Washington Big Box,9/8/2022 15:23,9/9/2022 14:59,233304,15228
8292,Butler,9/8/2022 16:10,9/13/2022 12:32,80720,15206
8293,Pittsburgh Mills,9/8/2022 18:10,9/13/2022 15:13,251019,15220
8294,Pittsburgh Mills,9/8/2022 19:54,9/13/2022 9:56,229104,15120
8295,Pittsburgh Mills,9/8/2022 22:55,9/13/2022 12:13,9032,15241
8296,Beaver,9/8/2022 22:58,9/13/2022 12:25,79314,15241
8297,Pittsburgh Mills,9/8/2022 22:58,9/14/2022 12:34,89586,15044
8298,Pittsburgh Mills,9/8/2022 22:58,9/13/2022 12:44,165457,15206
8299,McKees Rocks,9/8/2022 23:00,9/13/2022 12:12,9032,15241
8300,Pittsburgh Mills,9/8/2022 23:01,9/13/2022 15:32,15619,15216
8301,Washington,9/8/2022 23:03,9/12/2022 15:21,141964,15218
8302,McKees Rocks,9/8/2022 23:13,9/13/2022 11:58,151458,15236
8303,Butler,9/8/2022 23:16,9/14/2022 13:18,166869,15237
8304,Butler,9/8/2022 23:45,9/13/2022 13:09,248711,15228
8305,Pittsburgh Mills,9/8/2022 23:45,9/13/2022 13:08,248711,15228
8306,Butler,9/8/2022 23:46,9/13/2022 12:39,208238,15206
8307,McKees Rocks,9/9/2022 0:09,9/13/2022 10:18,251341,15213
8308,Washington,9/9/2022 0:16,9/13/2022 11:43,205719,15129
8309,McKees Rocks,9/9/2022 0:57,9/12/2022 19:44,195893,15143
8310,Pittsburgh Mills,9/9/2022 6:18,9/13/2022 13:16,38582,15234
8311,Butler,9/9/2022 6:37,9/13/2022 12:03,2956,15241
8312,Washington,9/9/2022 6:56,9/13/2022 12:43,104347,15241
8313,McKees Rocks,9/9/2022 7:00,9/13/2022 11:17,110854,15236
8314,Washington,9/9/2022 7:10,9/12/2022 15:12,99368,15221
8315,Washington,9/9/2022 7:17,9/12/2022 20:02,10427,15207
8316,Pittsburgh Mills,9/9/2022 7:31,9/13/2022 14:12,184734,15226
8317,Washington,9/9/2022 7:32,9/12/2022 13:18,15766,15227
8318,Butler,9/9/2022 7:49,9/13/2022 16:29,69515,15209
8319,Pittsburgh Mills,9/9/2022 8:14,9/13/2022 12:35,194027,15241
8320,Pittsburgh Mills,9/9/2022 8:39,9/13/2022 11:24,248412,15236
8321,Akron,9/9/2022 8:53,9/13/2022 12:12,9032,15241
8322,Pittsburgh Mills,9/9/2022 9:50,9/13/2022 12:58,8240,15317
8323,Washington,9/9/2022 9:51,9/20/2022 11:19,8240,15317
8324,Boardman,9/9/2022 10:12,9/13/2022 12:58,8240,15317
8325,Warren,9/9/2022 10:39,9/13/2022 10:04,3477,15219
8326,Butler,9/9/2022 10:41,9/13/2022 10:04,3477,15219
8327,Butler,9/9/2022 11:52,9/13/2022 10:13,111899,15227
8328,Beaver,9/9/2022 13:30,9/13/2022 17:08,225410,15238
8329,McKees Rocks,9/9/2022 13:35,9/13/2022 10:27,1761,15227
8330,Washington Big Box,9/9/2022 14:05,9/13/2022 15:20,229393,15220
8331,Butler,9/9/2022 14:30,9/22/2022 12:16,243645,15222
8332,Pittsburgh Mills,9/9/2022 15:11,9/13/2022 14:58,220585,15106
8333,McKees Rocks,9/9/2022 15:42,9/13/2022 11:52,98234,15217
8334,Pittsburgh Mills,9/9/2022 17:11,9/15/2022 16:14,98640,15235
8335,Beaver,9/9/2022 17:15,9/14/2022 14:10,47165,15233
8336,Washington,9/9/2022 18:55,9/13/2022 10:37,142718,15236
8337,Washington Big Box,9/9/2022 21:06,9/12/2022 12:06,564,15317
8338,McKees Rocks,9/9/2022 23:01,9/13/2022 12:45,165457,15206
8339,Pittsburgh Mills,9/9/2022 23:30,9/13/2022 14:00,233196,15090
8340,McKees Rocks,9/9/2022 23:35,9/13/2022 16:39,242857,15237
8341,Beaver,9/9/2022 23:43,9/12/2022 16:40,119883,15237
8342,McKees Rocks,9/10/2022 0:19,9/13/2022 12:16,123378,15201
8343,Pittsburgh Mills,9/10/2022 1:10,9/13/2022 11:47,30229,15217
8344,Washington,9/10/2022 1:56,9/13/2022 13:24,71708,15226
8345,Pittsburgh Mills,9/10/2022 1:59,9/13/2022 13:27,71708,15226
8346,McKees Rocks,9/10/2022 1:59,9/13/2022 13:26,71708,15226
8347,McKees Rocks,9/10/2022 10:21,9/13/2022 10:37,142718,15236
8348,Washington,9/10/2022 11:33,9/12/2022 12:08,564,15317
8349,Boardman,9/10/2022 12:00,9/13/2022 12:39,150467,15243
8350,Butler,9/10/2022 12:03,9/13/2022 15:32,15619,15216
8351,Washington Big Box,9/10/2022 12:11,9/12/2022 11:27,238941,15317
8352,Pittsburgh Mills,9/10/2022 12:23,9/13/2022 11:39,142502,15218
8353,McKees Rocks,9/10/2022 13:36,9/13/2022 16:01,195735,15229
8354,Washington,9/10/2022 13:37,9/13/2022 14:28,251099,15226
8355,Washington,9/10/2022 15:57,9/12/2022 11:21,211823,15301
8356,Beaver,9/10/2022 16:11,9/14/2022 14:15,186801,15106
8357,McKees Rocks,9/11/2022 0:06,9/14/2022 12:17,79508,15317
8358,Butler,9/11/2022 1:06,9/12/2022 19:57,223985,15120
8359,Washington,9/11/2022 7:15,9/14/2022 15:41,50151,15207
8360,McKees Rocks,9/11/2022 8:02,9/13/2022 17:09,225410,15238
8361,Beaver,9/11/2022 8:30,9/13/2022 11:29,80359,15236
8362,Pittsburgh Mills,9/11/2022 10:15,9/13/2022 13:01,115798,15228
8363,Boardman,9/11/2022 11:10,9/16/2022 9:49,49260,15217
8364,McKees Rocks,9/11/2022 11:34,9/15/2022 12:42,164043,15101
8365,Washington Big Box,9/11/2022 11:35,9/13/2022 16:47,164043,15101
8366,Washington Big Box,9/11/2022 11:56,9/13/2022 11:52,253587,15102
8367,Pittsburgh Mills,9/11/2022 12:14,9/13/2022 13:31,193768,15317
8368,Butler,9/11/2022 15:33,9/13/2022 14:54,246328,15106
8369,Butler,9/11/2022 16:09,9/14/2022 13:51,13960,15205
8370,Pittsburgh Mills,9/11/2022 17:28,9/13/2022 17:09,225410,15238
8371,Butler,9/11/2022 17:57,9/13/2022 12:45,165457,15206
8372,Washington,9/11/2022 19:29,9/13/2022 15:29,245277,15090
8373,Pittsburgh Mills,9/11/2022 19:42,9/13/2022 12:22,8054,15201
8374,Washington,9/11/2022 20:25,9/13/2022 10:51,247910,15236
8375,Pittsburgh Mills,9/11/2022 21:01,9/13/2022 15:10,13622,15220
8376,Washington,9/11/2022 21:02,9/13/2022 15:09,13622,15220
8377,Washington Big Box,9/11/2022 21:52,9/13/2022 16:02,212881,15203
8378,Pittsburgh Mills,9/12/2022 0:02,9/13/2022 11:38,121365,15102
8379,Butler,9/12/2022 0:11,9/13/2022 11:38,121365,15102
8380,McKees Rocks,9/12/2022 0:11,9/13/2022 11:38,121365,15102
8381,Butler,9/12/2022 7:29,9/13/2022 11:53,98234,15217
8382,Pittsburgh Mills,9/12/2022 12:58,9/14/2022 13:00,3567,15301
8383,McKees Rocks,9/12/2022 13:30,9/15/2022 16:12,98640,15235
8384,Washington,9/12/2022 15:45,9/14/2022 17:06,160511,15213
8385,Washington Big Box,9/12/2022 16:01,9/14/2022 14:27,2374,15212
8386,Pittsburgh Mills,9/12/2022 18:24,9/14/2022 12:03,16332,15317
8387,McKees Rocks,9/12/2022 19:39,9/14/2022 15:31,239853,15207
8388,Washington,9/12/2022 20:29,9/20/2022 14:27,253857,44512
8389,Pittsburgh Mills,9/12/2022 23:25,9/14/2022 12:26,564,15317
8391,Washington,9/12/2022 23:31,9/15/2022 16:10,98640,15235
8392,Washington,9/12/2022 23:44,9/14/2022 14:34,13957,15220
8393,Pittsburgh Mills,9/13/2022 1:04,9/15/2022 10:13,71708,15226
8394,Washington,9/13/2022 3:02,9/14/2022 12:58,165649,15237
8395,Pittsburgh Mills,9/13/2022 3:28,9/15/2022 18:33,236278,15143
8396,Pittsburgh Mills,9/13/2022 5:36,9/15/2022 12:54,242857,15237
8397,Butler,9/13/2022 5:56,9/16/2022 11:40,108743,15236
8398,Butler,9/13/2022 6:44,9/15/2022 13:56,65155,15017
8399,McKees Rocks,9/13/2022 7:13,9/15/2022 12:31,249037,15237
8400,Pittsburgh Mills,9/13/2022 7:14,9/15/2022 12:29,249037,15237
8401,Pittsburgh Mills,9/13/2022 7:28,9/16/2022 10:39,220585,15106
8402,Washington,9/13/2022 7:33,9/15/2022 12:49,67838,15057
8403,Pittsburgh Mills,9/13/2022 7:55,9/15/2022 9:53,14443,15227
8404,Pittsburgh Mills,9/13/2022 8:05,9/19/2022 10:17,179077,15212
8405,Washington,9/13/2022 8:06,9/15/2022 15:11,150467,15243
8406,Butler,9/13/2022 8:17,9/15/2022 13:04,186144,15237
8407,Butler,9/13/2022 8:29,9/14/2022 13:58,18276,15212
8408,Pittsburgh Mills,9/13/2022 8:42,9/15/2022 11:57,24342,15237
8409,McKees Rocks,9/13/2022 8:48,9/15/2022 13:34,160602,15017
8410,Pittsburgh Mills,9/13/2022 8:55,9/16/2022 10:29,47257,15044
8411,Butler,9/13/2022 8:59,9/14/2022 12:34,249717,15044
8412,Butler,9/13/2022 9:11,9/14/2022 19:09,186583,15201
8413,Pittsburgh Mills,9/13/2022 10:11,9/16/2022 10:58,54673,15243
8414,Butler,9/13/2022 10:11,9/15/2022 15:05,54673,15243
